Employee ID,First Name,Last Name,Gender,State,City,Education Level,Birth Date,Hire Date,Term Date,Department,Job Title,Salary,Performance Rating
EMP0192,Sneha,Mehta,Female,Tamil Nadu,Chennai,10+2,4/9/1994,9/14/2018,,IT,QA Engineer,1058206,Good
EMP0193,Aarav,Jain,Male,Karnataka,Mysuru,Post Graduate,9/17/1995,4/18/2022,7/12/2025,Finance,Financial Analyst,549279,Excellent
EMP0194,Aditya,Malhotra,Male,Tamil Nadu,Chennai,Diploma,5/17/1994,11/22/2024,12/31/2025,IT,Data Analyst,1076236,Needs Improvement
EMP0195,Rahul,Agarwal,Male,Maharashtra,Mumbai,Graduate,9/27/1997,10/4/2021,,Finance,Financial Analyst,726419,Needs Improvement
EMP0196,Rohan,Jain,Male,West Bengal,Kolkata,Diploma,2/21/2003,4/6/2016,,HR,HR Manager,929776,Average
EMP0197,Rahul,Sharma,Male,Gujarat,Surat,Diploma,12/8/1988,11/7/2021,,Sales,Sales Manager,790310,Average
EMP0198,Aditya,Kumar,Male,Delhi,New Delhi,Diploma,9/17/1995,8/18/2018,5/30/2022,IT,Data Analyst,652206,Good
EMP0199,Riya,Agarwal,Female,Gujarat,Surat,10+2,11/13/1990,5/1/2022,,Marketing,Marketing Executive,315142,Excellent
EMP0200,Riya,Agarwal,Female,Karnataka,Mysuru,Graduate,6/25/2000,4/25/2016,6/23/2024,Finance,Financial Analyst,894481,Good
EMP0201,Aman,Gupta,Male,West Bengal,Kolkata,Post Graduate,10/9/2001,10/17/2021,,Sales,Sales Manager,1044139,Good
EMP0202,Aman,Malhotra,Male,Delhi,New Delhi,Graduate,10/2/1986,4/29/2021,,IT,QA Engineer,1196746,Good
EMP0203,Nisha,Jain,Female,Karnataka,Bengaluru,Graduate,9/2/1996,12/15/2019,4/4/2022,Marketing,Marketing Executive,1001742,Needs Improvement
EMP0204,Aditya,Jain,Male,West Bengal,Kolkata,Post Graduate,12/17/1987,10/3/2020,,Sales,Sales Executive,835941,Needs Improvement
EMP0205,Ankit,Sharma,Male,Rajasthan,Udaipur,10+2,9/23/2001,6/11/2017,,IT,Software Engineer,694278,Average
EMP0206,Aditya,Jain,Male,Maharashtra,Mumbai,Post Graduate,9/17/1985,3/21/2018,10/20/2023,HR,HR Executive,1053028,Needs Improvement
EMP0207,Neha,Kumar,Female,West Bengal,Kolkata,Post Graduate,10/20/1986,8/28/2022,,HR,HR Manager,374395,Good
EMP0208,Aditi,Kumar,Female,Telangana,Hyderabad,Diploma,9/22/2003,1/15/2015,,Finance,Financial Analyst,956215,Needs Improvement
EMP0209,Aditi,Kumar,Female,Tamil Nadu,Chennai,Post Graduate,10/6/1992,9/27/2016,,HR,HR Executive,283782,Needs Improvement
EMP0210,Isha,Sharma,Female,Tamil Nadu,Chennai,10+2,4/7/1987,8/29/2021,,Sales,Sales Executive,506622,Excellent
EMP0211,Anjali,Patel,Female,Tamil Nadu,Chennai,10+2,2/22/1988,8/25/2020,,HR,HR Manager,855526,Average
EMP0212,Aman,Agarwal,Male,Karnataka,Bengaluru,Post Graduate,9/28/1991,2/1/2018,,Operations,Operations Executive,906401,Needs Improvement
EMP0213,Aditi,Patel,Female,Maharashtra,Pune,Post Graduate,8/17/2002,11/18/2020,,Marketing,SEO Specialist,678090,Good
EMP0214,Ankit,Kumar,Male,Karnataka,Mysuru,Diploma,1/21/1990,5/16/2018,,Sales,Sales Executive,839704,Needs Improvement
EMP0215,Pooja,Jain,Female,Telangana,Hyderabad,Post Graduate,6/13/1990,11/10/2017,,Finance,Accountant,721635,Average
EMP0216,Aditya,Jain,Male,Tamil Nadu,Chennai,Graduate,6/17/1993,7/22/2022,,Operations,Operations Executive,1166057,Excellent
EMP0217,Karan,Malhotra,Male,Telangana,Hyderabad,Post Graduate,9/8/1989,10/1/2024,,Finance,Accountant,472096,Good
EMP0218,Arjun,Patel,Male,Tamil Nadu,Chennai,Post Graduate,5/15/1990,3/11/2021,,Finance,Financial Analyst,738899,Average
EMP0219,Ankit,Agarwal,Male,Gujarat,Surat,Post Graduate,3/19/1987,1/2/2024,,Finance,Accountant,638712,Average
EMP0220,Pooja,Sharma,Female,Madhya Pradesh,Indore,Diploma,5/13/1985,12/4/2017,,Operations,Operations Manager,559531,Good
EMP0221,Karan,Singh,Male,Tamil Nadu,Coimbatore,Diploma,3/14/1996,3/5/2021,12/16/2025,Finance,Financial Analyst,1008705,Needs Improvement
EMP0222,Riya,Gupta,Female,Gujarat,Ahmedabad,Diploma,2/26/2001,2/16/2021,,HR,HR Executive,799395,Excellent
EMP0223,Aditya,Sharma,Male,Maharashtra,Pune,Diploma,11/25/2003,1/27/2022,,IT,QA Engineer,408366,Excellent
EMP0224,Karan,Jain,Male,West Bengal,Kolkata,10+2,11/10/1998,2/25/2022,12/31/2025,Sales,Sales Manager,266495,Excellent
EMP0225,Aditi,Jain,Female,Rajasthan,Jaipur,10+2,11/15/1996,2/6/2023,,Operations,Operations Manager,267975,Needs Improvement
EMP0226,Rahul,Verma,Male,Delhi,New Delhi,Diploma,4/22/1989,12/13/2021,,Finance,Financial Analyst,530310,Needs Improvement
EMP0227,Aditya,Singh,Male,Rajasthan,Udaipur,Diploma,8/21/2000,7/14/2017,,Marketing,Marketing Executive,935491,Excellent
EMP0228,Aditya,Kumar,Male,Rajasthan,Udaipur,Post Graduate,4/5/1986,2/21/2022,,Marketing,Marketing Executive,336702,Needs Improvement
EMP0229,Pooja,Singh,Female,Madhya Pradesh,Indore,10+2,2/26/1990,5/15/2017,,Sales,Sales Manager,298823,Excellent
EMP0230,Siddharth,Jain,Male,Madhya Pradesh,Indore,Diploma,1/21/1992,3/6/2015,,Operations,Operations Executive,1038795,Needs Improvement
EMP0231,Aditya,Agarwal,Male,Karnataka,Bengaluru,Post Graduate,3/9/2000,1/23/2021,,Sales,Sales Executive,1078897,Excellent
EMP0232,Sneha,Singh,Female,Maharashtra,Mumbai,Post Graduate,3/17/1990,5/28/2024,,Finance,Financial Analyst,1061131,Average
EMP0233,Aarav,Agarwal,Male,West Bengal,Kolkata,Diploma,12/24/1992,3/15/2021,12/31/2025,Sales,Sales Executive,962711,Needs Improvement
EMP0234,Aditya,Malhotra,Male,Uttar Pradesh,Noida,10+2,11/4/1986,1/2/2018,,Sales,Sales Executive,1025584,Needs Improvement
EMP0235,Priya,Singh,Female,Delhi,New Delhi,10+2,12/1/1991,12/27/2019,,Finance,Accountant,388943,Excellent
EMP0236,Rahul,Kumar,Male,West Bengal,Kolkata,10+2,8/4/1985,1/3/2016,,Operations,Operations Executive,875920,Average
EMP0237,Anjali,Sharma,Female,Uttar Pradesh,Lucknow,Post Graduate,6/23/2002,12/13/2015,,HR,HR Executive,968605,Needs Improvement
EMP0238,Rahul,Gupta,Male,Uttar Pradesh,Lucknow,Graduate,1/23/1996,8/20/2016,,HR,HR Manager,539366,Needs Improvement
EMP0239,Ankit,Patel,Male,Delhi,New Delhi,Graduate,7/14/1990,1/31/2023,12/31/2025,Sales,Sales Executive,730102,Excellent
EMP0240,Rohan,Agarwal,Male,Maharashtra,Pune,Graduate,11/17/2003,12/15/2021,,Finance,Financial Analyst,600996,Needs Improvement
EMP0241,Isha,Gupta,Female,Uttar Pradesh,Lucknow,Diploma,9/30/1995,7/10/2018,,Sales,Sales Manager,555605,Needs Improvement
EMP0242,Nisha,Mehta,Female,Gujarat,Surat,Graduate,4/25/2003,10/24/2023,,Finance,Accountant,841240,Good
EMP0243,Nisha,Jain,Female,Karnataka,Bengaluru,Post Graduate,11/20/2000,5/8/2017,,Finance,Accountant,1108747,Needs Improvement
EMP0244,Kavya,Gupta,Female,Uttar Pradesh,Noida,Graduate,10/10/1999,9/23/2016,,Sales,Sales Executive,720880,Needs Improvement
EMP0245,Nisha,Kumar,Female,Telangana,Hyderabad,10+2,9/26/2002,1/12/2019,,Operations,Operations Executive,364682,Good
EMP0246,Neha,Gupta,Female,Madhya Pradesh,Indore,Post Graduate,11/18/2001,9/20/2018,7/18/2024,IT,Software Engineer,353396,Average
EMP0247,Aman,Jain,Male,Telangana,Hyderabad,Post Graduate,5/23/1993,5/22/2019,,Marketing,Marketing Executive,611724,Excellent
EMP0248,Kavya,Verma,Female,Uttar Pradesh,Lucknow,10+2,8/9/1987,4/28/2024,,Finance,Financial Analyst,609731,Needs Improvement
EMP0249,Karan,Jain,Male,West Bengal,Kolkata,Post Graduate,3/11/1987,11/30/2019,,Finance,Accountant,564849,Excellent
EMP0250,Arjun,Sharma,Male,Gujarat,Ahmedabad,Diploma,8/11/2001,9/26/2017,,HR,HR Executive,597067,Needs Improvement
EMP0251,Riya,Mehta,Female,Rajasthan,Jaipur,Diploma,5/14/1999,5/16/2022,,Sales,Sales Executive,1023207,Good
EMP0252,Riya,Malhotra,Female,Rajasthan,Udaipur,10+2,10/22/2000,5/29/2017,,Finance,Accountant,855393,Excellent
EMP0253,Aditi,Gupta,Female,Gujarat,Surat,Diploma,4/7/1995,4/11/2016,3/20/2020,Marketing,SEO Specialist,803349,Average
EMP0254,Isha,Kumar,Female,Madhya Pradesh,Bhopal,10+2,10/21/1992,12/12/2018,,Operations,Operations Executive,1103266,Average
EMP0255,Isha,Malhotra,Female,Delhi,New Delhi,Graduate,8/24/1987,9/4/2017,2/5/2022,IT,Software Engineer,641439,Good
EMP0256,Sneha,Kumar,Female,Rajasthan,Jaipur,Post Graduate,6/28/1994,1/30/2017,,Marketing,Marketing Executive,831868,Good
EMP0257,Kavya,Agarwal,Female,Karnataka,Bengaluru,Graduate,11/20/2003,1/22/2020,,IT,Data Analyst,260048,Needs Improvement
EMP0258,Rohan,Mehta,Male,Rajasthan,Udaipur,Post Graduate,5/11/2000,7/7/2020,,Marketing,SEO Specialist,762438,Good
EMP0259,Aditya,Malhotra,Male,Maharashtra,Mumbai,Graduate,9/25/1985,1/30/2018,8/7/2021,Operations,Operations Manager,426379,Needs Improvement
EMP0260,Nisha,Patel,Female,Telangana,Hyderabad,10+2,1/4/1991,9/10/2023,,Finance,Accountant,1046922,Needs Improvement
EMP0261,Aditi,Mehta,Female,Rajasthan,Jaipur,Diploma,9/5/1991,10/23/2024,,Sales,Sales Manager,615509,Excellent
EMP0262,Riya,Verma,Female,Tamil Nadu,Chennai,Graduate,12/10/2000,11/4/2021,,Sales,Sales Executive,896081,Good
EMP0263,Karan,Mehta,Male,Maharashtra,Nagpur,Graduate,12/9/1996,2/25/2018,,Operations,Operations Executive,589375,Average
EMP0264,Ankit,Malhotra,Male,Uttar Pradesh,Noida,Diploma,10/28/2001,10/24/2023,12/31/2025,IT,Data Analyst,1159165,Good
EMP0265,Rohan,Mehta,Male,Karnataka,Mysuru,Diploma,1/29/2002,6/17/2024,,Sales,Sales Executive,855474,Average
EMP0266,Pooja,Kumar,Female,West Bengal,Kolkata,10+2,1/14/1994,10/12/2020,,Marketing,SEO Specialist,726782,Needs Improvement
EMP0267,Priya,Malhotra,Female,Maharashtra,Nagpur,10+2,5/24/2001,2/21/2020,12/31/2025,Marketing,SEO Specialist,1141401,Excellent
EMP0268,Aditi,Kumar,Female,Tamil Nadu,Coimbatore,Diploma,2/5/1996,1/4/2018,,Finance,Financial Analyst,823896,Good
EMP0269,Nisha,Patel,Female,Gujarat,Ahmedabad,10+2,3/27/1987,1/8/2022,,IT,Software Engineer,1149312,Good
EMP0270,Riya,Patel,Female,Maharashtra,Pune,Diploma,6/11/2000,6/24/2016,,HR,HR Manager,347874,Average
EMP0271,Siddharth,Verma,Male,Gujarat,Ahmedabad,10+2,11/21/1993,1/6/2022,,Marketing,Marketing Executive,700081,Excellent
EMP0272,Arjun,Sharma,Male,Tamil Nadu,Coimbatore,10+2,12/24/1987,8/28/2021,,Operations,Operations Manager,259738,Excellent
EMP0273,Priya,Verma,Female,Rajasthan,Jaipur,Post Graduate,8/4/1986,7/26/2017,,IT,QA Engineer,1095106,Excellent
EMP0274,Arjun,Singh,Male,Gujarat,Surat,Diploma,8/2/1993,9/4/2023,,Marketing,Marketing Executive,321734,Excellent
EMP0275,Isha,Gupta,Female,West Bengal,Kolkata,Diploma,2/2/1999,5/23/2023,,Sales,Sales Manager,1151736,Good
EMP0276,Aditya,Verma,Male,Karnataka,Bengaluru,Post Graduate,11/19/1992,10/25/2019,,HR,HR Executive,540421,Excellent
EMP0277,Aman,Jain,Male,Madhya Pradesh,Bhopal,10+2,10/8/1999,10/27/2024,,HR,HR Executive,1034170,Needs Improvement
EMP0278,Ankit,Sharma,Male,Tamil Nadu,Coimbatore,Post Graduate,7/13/1987,9/14/2017,,Marketing,Marketing Executive,803948,Excellent
EMP0279,Neha,Singh,Female,Karnataka,Mysuru,Post Graduate,3/13/1993,2/15/2021,,Sales,Sales Executive,267500,Excellent
EMP0280,Aarav,Agarwal,Male,Tamil Nadu,Chennai,10+2,9/14/2002,6/19/2019,,Finance,Financial Analyst,694150,Needs Improvement
EMP0281,Aditya,Jain,Male,Telangana,Hyderabad,Graduate,11/16/1986,6/23/2018,,Operations,Operations Executive,1097312,Good
EMP0282,Aditi,Singh,Female,Rajasthan,Jaipur,Graduate,9/2/2000,11/27/2019,,IT,Software Engineer,340400,Needs Improvement
EMP0283,Arjun,Patel,Male,Madhya Pradesh,Indore,Graduate,12/10/1999,4/26/2023,12/31/2025,IT,Software Engineer,992287,Good
EMP0284,Aarav,Gupta,Male,West Bengal,Kolkata,Graduate,9/29/1988,3/4/2019,,Marketing,SEO Specialist,1018538,Excellent
EMP0285,Aarav,Singh,Male,Rajasthan,Udaipur,10+2,11/25/1990,12/27/2022,,Marketing,Marketing Executive,770248,Needs Improvement
EMP0286,Sneha,Singh,Female,Maharashtra,Pune,Diploma,4/1/1993,10/6/2016,,IT,QA Engineer,956866,Excellent
EMP0287,Aman,Jain,Male,Maharashtra,Mumbai,10+2,6/27/1990,7/8/2015,,Finance,Financial Analyst,407375,Good
EMP0288,Vivaan,Jain,Male,Rajasthan,Jaipur,Graduate,7/27/1990,9/1/2019,,Finance,Accountant,849298,Average
EMP0289,Arjun,Jain,Male,Maharashtra,Mumbai,Diploma,1/16/2003,10/13/2020,,Sales,Sales Executive,1169591,Needs Improvement
EMP0290,Ankit,Agarwal,Male,Gujarat,Ahmedabad,Post Graduate,3/7/1985,2/20/2019,5/21/2022,Finance,Financial Analyst,1025501,Good
EMP0291,Riya,Singh,Female,Madhya Pradesh,Bhopal,Diploma,6/6/2001,2/16/2021,,HR,HR Executive,679954,Excellent
EMP0292,Aman,Jain,Male,Gujarat,Ahmedabad,Graduate,1/12/1985,7/6/2023,,Marketing,SEO Specialist,358998,Good
EMP0293,Sneha,Mehta,Female,Rajasthan,Udaipur,10+2,3/12/1988,12/24/2022,,IT,Software Engineer,492716,Needs Improvement
EMP0294,Neha,Patel,Female,Delhi,New Delhi,Diploma,4/18/1999,3/12/2024,,IT,QA Engineer,845403,Excellent
EMP0295,Pooja,Gupta,Female,Tamil Nadu,Coimbatore,Graduate,1/25/1992,12/25/2023,12/31/2025,Marketing,SEO Specialist,583507,Needs Improvement
EMP0296,Siddharth,Mehta,Male,Delhi,New Delhi,Diploma,6/30/2002,8/21/2023,,IT,Software Engineer,360790,Good
EMP0297,Riya,Patel,Female,Gujarat,Surat,10+2,1/8/1997,1/7/2019,,Sales,Sales Manager,735854,Average
EMP0298,Arjun,Verma,Male,Karnataka,Mysuru,10+2,10/28/1989,5/16/2024,,HR,HR Executive,995702,Good
EMP0299,Neha,Kumar,Female,Telangana,Hyderabad,Graduate,11/2/1990,3/13/2024,12/31/2025,IT,Data Analyst,1146114,Needs Improvement
EMP0300,Aditi,Jain,Female,Tamil Nadu,Chennai,Post Graduate,4/15/1987,1/6/2024,12/31/2025,IT,Software Engineer,314664,Good
EMP0301,Anjali,Singh,Female,Delhi,New Delhi,10+2,6/28/1985,9/22/2015,,Marketing,SEO Specialist,1098611,Good
EMP0302,Aditya,Singh,Male,Delhi,New Delhi,Post Graduate,2/19/1986,11/19/2016,,Sales,Sales Manager,770226,Excellent
EMP0303,Anjali,Kumar,Female,Karnataka,Mysuru,Diploma,3/14/1989,1/31/2018,,Sales,Sales Executive,286332,Good
EMP0304,Ankit,Patel,Male,Rajasthan,Udaipur,10+2,12/20/1986,2/19/2018,,HR,HR Manager,459146,Good
EMP0305,Aditi,Sharma,Female,Rajasthan,Udaipur,Post Graduate,3/19/1997,10/6/2023,,Finance,Financial Analyst,657247,Average
EMP0306,Rahul,Sharma,Male,Gujarat,Ahmedabad,10+2,3/9/2003,9/24/2023,,IT,Data Analyst,805149,Average
EMP0307,Nisha,Mehta,Female,Karnataka,Bengaluru,Diploma,9/26/1999,9/14/2017,,Operations,Operations Executive,1051164,Good
EMP0308,Nisha,Kumar,Female,Gujarat,Ahmedabad,Diploma,4/22/1990,8/23/2021,,Marketing,SEO Specialist,870298,Excellent
EMP0309,Neha,Malhotra,Female,Madhya Pradesh,Indore,Diploma,10/8/2003,2/2/2024,,Operations,Operations Manager,434084,Needs Improvement
EMP0310,Vivaan,Verma,Male,Maharashtra,Mumbai,Diploma,6/13/1985,11/26/2020,,IT,Data Analyst,893966,Good
EMP0311,Rohan,Singh,Male,Karnataka,Mysuru,10+2,6/29/1985,8/28/2016,3/26/2024,Marketing,Marketing Executive,1061982,Excellent
EMP0312,Sneha,Singh,Female,Delhi,New Delhi,Post Graduate,2/22/1998,2/18/2016,11/26/2020,Finance,Financial Analyst,393079,Good
EMP0313,Pooja,Patel,Female,Gujarat,Ahmedabad,Graduate,1/3/1990,6/19/2022,,HR,HR Manager,571727,Average
EMP0314,Rohan,Gupta,Male,Maharashtra,Nagpur,Post Graduate,4/16/2002,5/13/2021,9/22/2022,HR,HR Manager,1098095,Good
EMP0315,Nisha,Verma,Female,West Bengal,Kolkata,Graduate,9/19/2001,11/15/2015,7/16/2019,Finance,Financial Analyst,426042,Excellent
EMP0316,Priya,Patel,Female,Maharashtra,Pune,Diploma,8/7/1990,10/10/2022,,Finance,Financial Analyst,1075250,Excellent
EMP0317,Aarav,Sharma,Male,Rajasthan,Udaipur,Post Graduate,9/24/1988,12/2/2024,,Sales,Sales Manager,618292,Needs Improvement
EMP0318,Arjun,Patel,Male,Madhya Pradesh,Indore,Diploma,2/14/1995,10/29/2015,3/13/2017,Finance,Accountant,584198,Average
EMP0319,Arjun,Verma,Male,Gujarat,Ahmedabad,Post Graduate,8/11/1988,3/18/2023,1/18/2025,Operations,Operations Executive,604366,Needs Improvement
EMP0320,Aarav,Kumar,Male,Karnataka,Mysuru,Diploma,3/15/1986,2/19/2016,11/5/2020,HR,HR Executive,679161,Average
EMP0321,Ankit,Agarwal,Male,Tamil Nadu,Chennai,10+2,10/24/1993,5/30/2021,,Sales,Sales Executive,307152,Average
EMP0322,Aarav,Kumar,Male,Delhi,New Delhi,Post Graduate,6/24/1989,2/2/2016,5/17/2017,HR,HR Executive,919191,Average
EMP0323,Aditya,Patel,Male,Delhi,New Delhi,Post Graduate,7/25/1995,6/26/2020,6/15/2024,IT,QA Engineer,820557,Needs Improvement
EMP0324,Rahul,Singh,Male,Rajasthan,Udaipur,Diploma,12/31/1994,7/2/2015,,Sales,Sales Manager,526195,Good
EMP0325,Siddharth,Malhotra,Male,Maharashtra,Mumbai,10+2,12/4/1986,6/29/2022,,Operations,Operations Manager,1043202,Good
EMP0326,Aditi,Sharma,Female,Rajasthan,Udaipur,Post Graduate,11/5/1997,11/20/2024,,Sales,Sales Manager,332790,Needs Improvement
EMP0327,Vivaan,Jain,Male,Madhya Pradesh,Indore,10+2,12/25/2001,1/14/2020,,HR,HR Executive,1097732,Good
EMP0328,Rohan,Sharma,Male,Rajasthan,Jaipur,Post Graduate,7/13/1989,3/23/2024,,HR,HR Manager,585281,Excellent
EMP0329,Aditya,Kumar,Male,Telangana,Hyderabad,Graduate,3/13/1991,10/29/2020,12/31/2025,IT,QA Engineer,903323,Needs Improvement
EMP0330,Arjun,Kumar,Male,Karnataka,Bengaluru,10+2,5/16/1987,4/23/2021,6/10/2023,Finance,Financial Analyst,1170538,Needs Improvement
EMP0331,Siddharth,Kumar,Male,West Bengal,Kolkata,10+2,11/11/1988,2/2/2018,,HR,HR Manager,290666,Needs Improvement
EMP0332,Priya,Mehta,Female,Maharashtra,Nagpur,Post Graduate,1/10/1991,3/6/2019,,Finance,Financial Analyst,576053,Average
EMP0333,Kavya,Verma,Female,Tamil Nadu,Chennai,Graduate,9/6/2001,12/20/2019,,Finance,Financial Analyst,884366,Excellent
EMP0334,Karan,Patel,Male,Tamil Nadu,Coimbatore,Post Graduate,1/13/2002,10/16/2020,,IT,QA Engineer,1079937,Good
EMP0335,Aditya,Agarwal,Male,Telangana,Hyderabad,Diploma,7/4/2002,7/18/2024,12/31/2025,Operations,Operations Executive,432176,Good
EMP0336,Karan,Sharma,Male,Tamil Nadu,Chennai,Post Graduate,2/19/1986,1/16/2019,,Finance,Financial Analyst,1113508,Needs Improvement
EMP0337,Sneha,Kumar,Female,Delhi,New Delhi,Diploma,5/10/1993,6/25/2020,,Sales,Sales Executive,1162765,Needs Improvement
EMP0338,Nisha,Jain,Female,Gujarat,Surat,Diploma,10/16/2003,11/25/2017,,Finance,Accountant,655343,Excellent
EMP0339,Rahul,Malhotra,Male,Tamil Nadu,Chennai,Diploma,3/14/2000,4/26/2017,5/2/2021,Marketing,SEO Specialist,788214,Excellent
EMP0340,Aarav,Patel,Male,Karnataka,Bengaluru,10+2,1/8/1990,10/30/2017,8/25/2025,Finance,Financial Analyst,694393,Needs Improvement
EMP0341,Neha,Patel,Female,Uttar Pradesh,Noida,Post Graduate,10/12/1991,8/5/2022,,Operations,Operations Manager,862879,Excellent
EMP0342,Aarav,Jain,Male,Gujarat,Surat,Graduate,5/8/2000,3/18/2016,,IT,Data Analyst,539913,Average
EMP0343,Siddharth,Agarwal,Male,Uttar Pradesh,Noida,Diploma,8/8/1996,8/2/2023,,IT,QA Engineer,673727,Average
EMP0344,Rohan,Sharma,Male,West Bengal,Kolkata,Graduate,5/22/1994,7/16/2019,,Marketing,Marketing Executive,861344,Good
EMP0345,Priya,Mehta,Female,Telangana,Hyderabad,Graduate,5/18/1996,5/14/2018,,Marketing,Marketing Executive,558054,Excellent
EMP0346,Kavya,Gupta,Female,Uttar Pradesh,Noida,Graduate,9/6/1999,1/1/2016,6/29/2019,Finance,Accountant,1030360,Average
EMP0347,Pooja,Singh,Female,Gujarat,Surat,Graduate,5/28/1995,7/18/2024,12/31/2025,Sales,Sales Executive,1158479,Excellent
EMP0348,Kavya,Mehta,Female,Telangana,Hyderabad,Post Graduate,11/19/1996,5/7/2018,12/24/2023,IT,Software Engineer,394037,Good
EMP0349,Priya,Kumar,Female,Madhya Pradesh,Bhopal,Diploma,2/5/1992,9/2/2024,,IT,Data Analyst,598787,Good
EMP0350,Priya,Sharma,Female,Maharashtra,Pune,Graduate,9/12/1989,7/15/2023,,Operations,Operations Executive,763358,Excellent
EMP0351,Rohan,Malhotra,Male,Rajasthan,Udaipur,Post Graduate,8/16/1994,5/9/2020,,IT,Software Engineer,809711,Good
EMP0352,Neha,Sharma,Female,Gujarat,Ahmedabad,10+2,3/6/2000,1/17/2015,1/26/2023,Marketing,Marketing Executive,487256,Average
EMP0353,Ankit,Gupta,Male,Delhi,New Delhi,Graduate,9/30/1988,9/25/2015,,Finance,Financial Analyst,728073,Average
EMP0354,Pooja,Gupta,Female,Gujarat,Surat,Graduate,10/28/2001,2/10/2017,12/17/2019,Sales,Sales Executive,489513,Good
EMP0355,Aarav,Malhotra,Male,Telangana,Hyderabad,10+2,3/23/1993,12/22/2022,,Sales,Sales Manager,1058713,Excellent
EMP0356,Isha,Sharma,Female,Delhi,New Delhi,10+2,6/21/2000,4/19/2016,12/21/2021,Sales,Sales Manager,379598,Average
EMP0357,Kavya,Gupta,Female,Tamil Nadu,Chennai,Graduate,6/10/1994,6/3/2022,,Marketing,SEO Specialist,903050,Good
EMP0358,Pooja,Verma,Female,Telangana,Hyderabad,Graduate,7/23/1987,10/20/2023,12/28/2025,Sales,Sales Executive,888584,Good
EMP0359,Siddharth,Jain,Male,Tamil Nadu,Coimbatore,Post Graduate,8/17/1991,10/18/2016,,Operations,Operations Manager,467782,Needs Improvement
EMP0360,Aarav,Sharma,Male,Delhi,New Delhi,Post Graduate,5/6/1988,1/4/2016,9/29/2022,IT,QA Engineer,1008724,Excellent
EMP0361,Siddharth,Mehta,Male,West Bengal,Kolkata,Graduate,6/1/1995,7/25/2015,,HR,HR Executive,1143647,Average
EMP0362,Neha,Singh,Female,Rajasthan,Jaipur,10+2,1/3/2002,12/25/2024,,IT,Software Engineer,945578,Good
EMP0363,Priya,Singh,Female,West Bengal,Kolkata,10+2,5/11/1993,2/21/2024,12/31/2025,HR,HR Executive,670245,Needs Improvement
EMP0364,Riya,Agarwal,Female,Rajasthan,Udaipur,Post Graduate,7/22/1999,12/8/2024,12/31/2025,IT,Software Engineer,979987,Excellent
EMP0365,Rahul,Verma,Male,Rajasthan,Udaipur,Post Graduate,1/24/1989,11/8/2021,,Finance,Accountant,1154476,Good
EMP0366,Kavya,Patel,Female,Delhi,New Delhi,Post Graduate,1/12/1986,9/17/2015,,Marketing,SEO Specialist,262960,Good
EMP0367,Priya,Jain,Female,Telangana,Hyderabad,Post Graduate,11/4/1999,2/24/2023,12/31/2025,Sales,Sales Manager,945951,Needs Improvement
EMP0368,Rohan,Jain,Male,Madhya Pradesh,Indore,10+2,6/7/1999,10/4/2016,,Sales,Sales Manager,1161648,Good
EMP0369,Aditya,Patel,Male,Gujarat,Ahmedabad,Graduate,3/29/1991,7/26/2015,,HR,HR Manager,672866,Good
EMP0370,Aditya,Patel,Male,West Bengal,Kolkata,10+2,3/7/1996,1/6/2020,,IT,Data Analyst,1031439,Excellent
EMP0371,Arjun,Kumar,Male,Rajasthan,Jaipur,10+2,7/11/2003,1/8/2016,,Operations,Operations Manager,1183348,Good
EMP0372,Riya,Singh,Female,Gujarat,Ahmedabad,Diploma,12/9/2003,2/5/2020,,Operations,Operations Manager,1001470,Average
EMP0373,Riya,Verma,Female,Delhi,New Delhi,10+2,8/28/1992,12/25/2018,,Finance,Financial Analyst,986201,Excellent
EMP0374,Vivaan,Gupta,Male,West Bengal,Kolkata,Post Graduate,5/27/1987,11/7/2017,,HR,HR Executive,376611,Needs Improvement
EMP0375,Karan,Patel,Male,Tamil Nadu,Coimbatore,10+2,12/25/2001,8/25/2019,3/2/2021,Marketing,Marketing Executive,1059652,Needs Improvement
EMP0376,Riya,Malhotra,Female,Telangana,Hyderabad,Post Graduate,2/5/1985,12/12/2020,,Operations,Operations Manager,1129562,Needs Improvement
EMP0377,Sneha,Gupta,Female,Madhya Pradesh,Indore,Diploma,4/29/1987,5/6/2019,,Operations,Operations Manager,778597,Needs Improvement
EMP0378,Pooja,Malhotra,Female,Tamil Nadu,Coimbatore,Post Graduate,9/9/1992,4/19/2018,,HR,HR Executive,682794,Average
EMP0379,Aditi,Singh,Female,Telangana,Hyderabad,Diploma,9/14/1989,12/31/2021,,Marketing,SEO Specialist,955034,Good
EMP0380,Rahul,Jain,Male,Telangana,Hyderabad,10+2,1/24/2002,12/13/2018,,Sales,Sales Manager,956995,Average
EMP0381,Pooja,Sharma,Female,Telangana,Hyderabad,10+2,7/18/1993,8/18/2016,,Marketing,Marketing Executive,459612,Average
EMP0382,Rahul,Agarwal,Male,Uttar Pradesh,Noida,10+2,6/28/2000,10/18/2023,,HR,HR Executive,626105,Needs Improvement
EMP0383,Arjun,Malhotra,Male,Telangana,Hyderabad,Post Graduate,5/1/1990,9/23/2020,12/14/2024,Marketing,Marketing Executive,650118,Needs Improvement
EMP0384,Pooja,Singh,Female,Telangana,Hyderabad,10+2,9/6/2001,10/26/2017,2/3/2021,Operations,Operations Manager,1120300,Good
